Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
55115.0,0.186608436357072,-0.0017899204451788,-1.12397562081518,-2.38993234877546,1.55506424310818,3.57965379282881,-1.97980047448315,-1.75916735062611,-1.29778342613903,-0.772402106470311,0.139213767656883,-0.741924970965308,-0.167787076560963,-0.827333094425398,0.571989501007222,2.43797206140464,0.346522230113726,-0.450387515765172,-0.365488342019132,0.868432955869148,-1.26838950866299,-0.0179908407116605,-0.0710483304015003,0.89313785667318,1.03279974689373,-0.353425607128072,-0.0164476002481004,0.139415050219848,39.8,0
128796.0,1.82754577929109,-0.425679681785836,-0.995975441475235,0.31829263886455,0.51428680296297,1.13099450436695,-0.395927207497833,0.285508429685113,0.682397229297803,-0.107658715392106,-0.123049298219369,1.01324942380891,0.945161657033222,-0.0333412775856814,1.05441458393191,-0.807462506063354,0.347774799636383,-1.80010705412197,-1.29693551526764,-0.152127733966773,0.116256549650347,0.540102886785048,0.278298942890451,-0.295012271793866,-0.383675355626952,0.322370489937088,0.0127238865340511,-0.0487497971259721,44.0,0
39805.0,-0.427101794269473,0.705038280177748,1.19613827089218,-0.578203771200032,1.33061920216323,0.169803410272153,1.45094646000048,-0.603736479355721,0.089422368459736,0.38860855882184,-0.104781553829811,-0.794739898576809,-1.35007749944774,-0.078618946530766,-0.204962784249718,0.632202991632275,-1.73551795286628,0.92193778298049,-0.246445431942726,-0.0593086171226497,-0.0385293934391094,0.215737861594486,-0.481530984441786,-1.04142753507262,0.0358173994792833,-0.596777546725617,-0.653063034799141,-0.550803289805999,17.9,0
157886.0,0.312862549298874,-0.743958604005151,0.559306442736998,-2.31491459505117,-0.690616264717074,0.03095845816574,-0.282043849795607,0.0666929473563158,-1.64248409393381,0.817090839830718,-0.272797965580411,-0.137186894210367,-0.0438920043070187,-0.790076129259981,-3.17544443480289,-1.1693509999806,0.765536567619508,-0.191493197410778,0.716991959901502,-0.407079063325381,-0.407974167768931,-0.531850928873852,0.0582023203039284,-0.42890224334183,-0.412079547241503,-0.390500422480475,0.0907146866101243,0.0278977358144258,27.25,0
75659.0,1.49755583389437,-0.987905132983814,0.42845884150629,-1.31243268859861,-1.56741096244243,-1.02239154059778,-0.900034915933712,-0.248370642144674,-1.83548944924351,1.43779525730556,-0.489929179337111,-0.918715328427198,0.42328186858575,-0.289636268586435,0.57721895500386,-0.39635477604939,0.51363051104934,-0.0301115558518576,-0.24784761462398,-0.310141920792703,-0.208390081479383,-0.235937823290577,0.0261411014708334,0.373615866461667,0.380774108746904,-0.207756827540342,0.0272607577037326,0.0229077307562509,25.0,0
43872.0,-0.910177698041529,0.913623072929115,1.31446385961147,0.665680032195639,-0.397572156694892,-0.408673738483896,0.15118022089856,-0.162965191783088,-0.0397735142944505,0.698549090185631,1.28775738715041,0.403585051940557,-0.750995849733702,0.208321643466718,0.37320888451005,-0.739545518852512,0.341837881203964,0.15143049729713,2.24490650962977,-0.0790058124170687,0.0193145853041207,-0.0491487944202551,0.067801452872968,0.566861214381223,-0.930438946879554,0.482495310060082,-0.661717873263338,0.197403834407356,4.0,0
163752.0,2.30402034402056,-1.2388094669086,-1.83930135965427,-1.71981318011078,-0.37322243134513,-0.525329205734183,-0.512641702145464,-0.380067001410499,-1.67049099917534,1.55434776877309,-1.41948271342737,-0.512957868160869,1.43362072704175,-0.388039161401384,-0.503504580161807,-0.732609082196684,0.336621670870456,-0.365843512298111,0.316774950965168,-0.252866120380508,-0.31770396213802,-0.494283670818326,0.142449120344286,0.0845695358107947,0.0557922942508923,-0.238440374815501,-0.0260020975736237,-0.050097831475627,59.98,0
82643.0,-0.363555015661189,0.909905858583844,0.083583461774246,-0.141596157518509,0.1191142296118,-0.343597090775256,0.483147993524164,0.430520811190806,-0.761198348665577,-0.406935808780142,0.14636520743237,-0.043372983247651,-0.921032092261487,0.971329784120397,-0.0502084300732139,0.543213035612384,-0.638140930716074,0.616991477869525,0.557151891765265,-0.148479859505574,0.092605153844454,1.27700595996261e-05,-0.0455128860804407,-0.504560088751588,-0.144962636885781,0.297486342512409,-0.147485103885889,-0.0528951687706524,42.81,0
60212.0,1.14789959098606,-1.68873672942514,0.759624083544444,-1.44285442469173,-1.73809920021586,0.346443170508417,-1.42468744952584,0.201827428501684,-1.71815802975351,1.46232320926896,1.11187504094915,-0.23964911981292,0.529613343465143,-0.341280129847801,0.548252432957468,0.0249257145120106,0.234010006627116,0.508331215386068,-0.43972977024471,-0.0430225007249365,-0.0010738823071376,0.0725543397781585,-0.0588472650107511,-0.318043385746613,0.057393637510438,-0.202554126705488,0.0495252171635894,0.0414401836022545,152.65,0
164185.0,2.08189387814353,-0.169324413681899,-1.51115445590158,0.0421960777667714,0.446900453459232,-0.186910219528626,0.0268099224363621,-0.0757028725652918,0.400612606254487,0.242935682879211,-0.018098013076767,0.626422000759682,-0.136717069858899,0.473315336423963,-0.499773622967646,0.364943026473563,-0.861071976707655,-0.0699720232650763,0.775566353107202,-0.198331277086326,-0.305194341660643,-0.789880710851158,0.201125741535413,-1.16580054936366,-0.209406368426348,0.251893056566164,-0.0752909708981936,-0.0819120465433249,4.45,0
168779.0,-1.1854561497981,0.0619233482872454,1.30837288389304,-1.18335521918641,0.19975777392882,0.238308210527754,-0.48555405931249,0.537875360626629,-1.30388125848672,-0.476314593238995,-1.72319168124774,0.433408399608738,2.03762769813695,-0.272571614378865,0.444349358242139,-1.25340650300802,-0.303011426100586,1.51927172727281,-0.0482223287641568,-0.206222342644838,-0.481919906331995,-1.16807724502675,-0.191548292036241,-0.0018571619275655,0.382129328323882,-0.413154639498111,-0.0105931382623814,-0.0668498352928012,11.86,0
